Tweet_ID,Tanggal,Tahun,Bulan,Nama_Bulan,Platform,Provinsi_User,Teks,Sentimen,Likes,Retweet_Share,Replies,Hashtags,Verified_Account,Follower_Category
TW-005560,2025-03-01,2025,3,March,TikTok,Nusa Tenggara Timur,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #AntiStunting",Positif,108,0,14,#AntiStunting,False,Small (1k-10k)
TW-005561,2025-06-01,2025,6,June,Twitter/X,Nusa Tenggara Timur,"Salut dengan program MBG, distribusi di desa kami sudah lancar #GiziAnak #MBG #IndonesiaSehat",Positif,3,13,10,#GiziAnak #MBG #IndonesiaSehat,False,Medium (10k-100k)
TW-005562,2025-01-01,2025,1,January,Facebook,DKI Jakarta,Ada indikasi penyelewengan distribusi MBG di beberapa daerah #AntiStunting,Negatif,41,32,2,#AntiStunting,False,Large (>100k)
TW-005563,2024-07-01,2024,7,July,Twitter/X,Aceh,Anggaran MBG 2025 berapa ya? Ada yang tahu? #GiziAnak #AntiStunting #ProgramGizi,Netral,10,3,5,#GiziAnak #AntiStunting #ProgramGizi,False,Small (1k-10k)
TW-005564,2024-02-01,2024,2,February,Facebook,Sumatera Utara,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #GiziAnak,Netral,71,26,2,#GiziAnak,False,Small (1k-10k)
TW-005565,2024-06-01,2024,6,June,Instagram,Sumatera Selatan,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #MakanBergiziGratis #GiziAnak",Positif,38,10,18,#MakanBergiziGratis #GiziAnak,False,Medium (10k-100k)
TW-005566,2024-03-01,2024,3,March,Instagram,Riau,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #ProgramGizi #GiziGratis,Negatif,22,4,9,#ProgramGizi #GiziGratis,False,Micro (<1k)
TW-005567,2025-01-01,2025,1,January,Facebook,Sumatera Selatan,Terima kasih pemerintah atas program makan bergizi gratis #GiziGratis #BalitaSehat #MBG,Positif,124,31,15,#GiziGratis #BalitaSehat #MBG,True,Large (>100k)
TW-005568,2025-05-01,2025,5,May,Facebook,Kalimantan Timur,Proses verifikasi penerima MBG berapa lama? #MBG #AntiStunting,Netral,46,12,6,#MBG #AntiStunting,False,Small (1k-10k)
TW-005569,2025-04-01,2025,4,April,Twitter/X,Nusa Tenggara Timur,Program MBG sudah mulai di provinsi saya bulan ini #AntiStunting #ProgramPemerintah,Netral,69,32,10,#AntiStunting #ProgramPemerintah,False,Micro (<1k)
TW-005570,2024-05-01,2024,5,May,TikTok,Jawa Tengah,Apa saja jenis makanan yang diberikan dalam program MBG? #GiziAnak #ProgramPemerintah #GiziGratis,Netral,47,11,8,#GiziAnak #ProgramPemerintah #GiziGratis,False,Small (1k-10k)
TW-005571,2024-08-01,2024,8,August,Facebook,Jawa Tengah,"Salut dengan program MBG, distribusi di desa kami sudah lancar #GiziAnak",Positif,33,15,7,#GiziAnak,False,Micro (<1k)
TW-005572,2024-09-01,2024,9,September,Facebook,Aceh,Anak stunting berkurang berkat program gizi gratis ini #AntiStunting,Positif,75,0,9,#AntiStunting,False,Medium (10k-100k)
TW-005573,2025-05-01,2025,5,May,Instagram,Sumatera Selatan,Belum semua desa terjangkau program MBG #AnakIndonesia,Negatif,29,55,8,#AnakIndonesia,False,Micro (<1k)
TW-005574,2024-08-01,2024,8,August,Facebook,Nusa Tenggara Barat,Anak stunting berkurang berkat program gizi gratis ini #GiziGratis,Positif,60,3,17,#GiziGratis,False,Micro (<1k)
TW-005575,2025-02-01,2025,2,February,Twitter/X,Nusa Tenggara Timur,Program MBG sudah mulai di provinsi saya bulan ini #AnakIndonesia #MBG #IndonesiaSehat,Netral,15,0,4,#AnakIndonesia #MBG #IndonesiaSehat,False,Micro (<1k)
TW-005576,2024-05-01,2024,5,May,Twitter/X,Sulawesi Tengah,"Program MBG sangat inovatif, semoga terus berlanjut #AntiStunting",Positif,36,3,15,#AntiStunting,False,Small (1k-10k)
TW-005577,2025-04-01,2025,4,April,Twitter/X,Nusa Tenggara Timur,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #BalitaSehat #GiziGratis,Negatif,126,11,7,#BalitaSehat #GiziGratis,False,Micro (<1k)
TW-005578,2024-01-01,2024,1,January,Twitter/X,Riau,Program MBG sudah mulai di provinsi saya bulan ini #ProgramPemerintah,Netral,21,22,0,#ProgramPemerintah,False,Small (1k-10k)
TW-005579,2025-01-01,2025,1,January,Instagram,Bali,Apa saja jenis makanan yang diberikan dalam program MBG? #GiziGratis,Netral,0,45,8,#GiziGratis,False,Micro (<1k)
TW-005580,2024-09-01,2024,9,September,Instagram,Nusa Tenggara Timur,Ada yang tahu syarat penerima manfaat MBG untuk balita? #ProgramPemerintah #ProgramGizi #MakanBergiziGratis,Netral,102,10,3,#ProgramPemerintah #ProgramGizi #MakanBergiziGratis,False,Small (1k-10k)
TW-005581,2024-09-01,2024,9,September,Facebook,Papua,Transparansi anggaran MBG perlu diawasi lebih ketat #BalitaSehat #AntiStunting #MBG,Negatif,20,7,4,#BalitaSehat #AntiStunting #MBG,False,Micro (<1k)
TW-005582,2024-04-01,2024,4,April,TikTok,DKI Jakarta,Proses verifikasi penerima MBG berapa lama? #GiziGratis #IndonesiaSehat #MakanBergiziGratis,Netral,0,13,2,#GiziGratis #IndonesiaSehat #MakanBergiziGratis,False,Micro (<1k)
TW-005583,2025-03-01,2025,3,March,Facebook,Kalimantan Timur,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #AntiStunting,Positif,55,15,1,#AntiStunting,False,Micro (<1k)
TW-005584,2024-06-01,2024,6,June,Twitter/X,Jawa Tengah,Kapan program MBG mulai menjangkau kabupaten kami? #BalitaSehat #AntiStunting #IndonesiaSehat,Netral,29,9,8,#BalitaSehat #AntiStunting #IndonesiaSehat,False,Micro (<1k)
TW-005585,2024-08-01,2024,8,August,Twitter/X,Kalimantan Barat,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #GiziAnak #ProgramGizi,Positif,4,31,7,#GiziAnak #ProgramGizi,False,Micro (<1k)
TW-005586,2024-06-01,2024,6,June,Instagram,Lampung,Ada yang tahu syarat penerima manfaat MBG untuk balita? #GiziGratis #MBG #ProgramPemerintah,Netral,32,21,6,#GiziGratis #MBG #ProgramPemerintah,False,Micro (<1k)
TW-005587,2024-02-01,2024,2,February,Twitter/X,Lampung,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #AnakIndonesia #AntiStunting",Positif,3,1,0,#AnakIndonesia #AntiStunting,False,Micro (<1k)
TW-005588,2024-08-01,2024,8,August,Facebook,Kalimantan Timur,"Jangan hanya proyek, harus ada dampak nyata pengurangan stunting #ProgramPemerintah",Negatif,37,2,23,#ProgramPemerintah,True,Micro (<1k)
TW-005589,2024-06-01,2024,6,June,Twitter/X,Aceh,Apa saja jenis makanan yang diberikan dalam program MBG? #AntiStunting,Netral,99,21,10,#AntiStunting,False,Small (1k-10k)
TW-005590,2025-06-01,2025,6,June,YouTube,Sulawesi Selatan,Program MBG bagus tapi implementasi masih banyak masalah #ProgramPemerintah #MBG,Negatif,128,77,33,#ProgramPemerintah #MBG,False,Micro (<1k)
TW-005591,2025-05-01,2025,5,May,Twitter/X,Lampung,Distribusi MBG di daerah kami sering terlambat dan tidak merata 😤 #GiziAnak,Negatif,117,6,0,#GiziAnak,False,Micro (<1k)
TW-005592,2024-11-01,2024,11,November,Facebook,Kalimantan Barat,Ada yang tahu syarat penerima manfaat MBG untuk balita? #BalitaSehat,Netral,89,23,1,#BalitaSehat,False,Micro (<1k)
TW-005593,2024-07-01,2024,7,July,Instagram,Jawa Timur,Update terbaru pelaksanaan program MBG di Jawa Barat #IndonesiaSehat #AnakIndonesia,Netral,38,0,13,#IndonesiaSehat #AnakIndonesia,True,Medium (10k-100k)
TW-005594,2024-12-01,2024,12,December,Facebook,Sulawesi Selatan,Distribusi MBG di daerah kami sering terlambat dan tidak merata 😤 #IndonesiaSehat,Negatif,221,8,17,#IndonesiaSehat,False,Micro (<1k)
TW-005595,2024-06-01,2024,6,June,Instagram,Sulawesi Selatan,Program MBG bagus tapi implementasi masih banyak masalah #GiziAnak,Negatif,282,1,21,#GiziAnak,False,Large (>100k)
TW-005596,2024-02-01,2024,2,February,Twitter/X,DKI Jakarta,"Jangan hanya proyek, harus ada dampak nyata pengurangan stunting #BalitaSehat #GiziGratis",Negatif,24,7,6,#BalitaSehat #GiziGratis,False,Small (1k-10k)
TW-005597,2024-01-01,2024,1,January,YouTube,Lampung,Proses verifikasi penerima MBG berapa lama? #GiziGratis #BalitaSehat,Netral,12,18,6,#GiziGratis #BalitaSehat,False,Micro (<1k)
TW-005598,2024-06-01,2024,6,June,Twitter/X,Bali,Kenapa program MBG belum sampai ke wilayah terpencil kami? #AnakIndonesia,Negatif,2,0,10,#AnakIndonesia,False,Small (1k-10k)
TW-005599,2025-04-01,2025,4,April,Twitter/X,Kalimantan Barat,Proses verifikasi penerima MBG berapa lama? #MakanBergiziGratis #GiziGratis #GiziAnak,Netral,38,19,18,#MakanBergiziGratis #GiziGratis #GiziAnak,True,Small (1k-10k)
TW-005600,2025-06-01,2025,6,June,Facebook,Lampung,Anak stunting berkurang berkat program gizi gratis ini #AnakIndonesia #AntiStunting #ProgramPemerintah,Positif,12,8,5,#AnakIndonesia #AntiStunting #ProgramPemerintah,False,Medium (10k-100k)
TW-005601,2024-07-01,2024,7,July,Twitter/X,Nusa Tenggara Barat,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #ProgramGizi #ProgramPemerintah,Negatif,138,0,2,#ProgramGizi #ProgramPemerintah,True,Medium (10k-100k)
TW-005602,2024-02-01,2024,2,February,Twitter/X,Sulawesi Tengah,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #GiziAnak #AntiStunting",Positif,56,25,3,#GiziAnak #AntiStunting,False,Medium (10k-100k)
TW-005603,2024-05-01,2024,5,May,Instagram,Jawa Barat,Transparansi anggaran MBG perlu diawasi lebih ketat #MBG #ProgramGizi #IndonesiaSehat,Negatif,73,16,6,#MBG #ProgramGizi #IndonesiaSehat,False,Small (1k-10k)
TW-005604,2024-09-01,2024,9,September,Facebook,Bali,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #BalitaSehat #GiziAnak #AnakIndonesia",Positif,38,10,8,#BalitaSehat #GiziAnak #AnakIndonesia,False,Large (>100k)
TW-005605,2024-04-01,2024,4,April,Twitter/X,Lampung,Informasi jadwal distribusi MBG di kecamatan? #MakanBergiziGratis #AnakIndonesia #ProgramPemerintah,Netral,27,26,6,#MakanBergiziGratis #AnakIndonesia #ProgramPemerintah,False,Micro (<1k)
TW-005606,2025-04-01,2025,4,April,Twitter/X,Jawa Barat,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #AntiStunting #MBG #GiziAnak",Positif,18,17,23,#AntiStunting #MBG #GiziAnak,False,Large (>100k)
TW-005607,2024-09-01,2024,9,September,Instagram,Kalimantan Timur,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #BalitaSehat #GiziGratis",Netral,18,39,20,#BalitaSehat #GiziGratis,False,Small (1k-10k)
TW-005608,2024-04-01,2024,4,April,Twitter/X,Sumatera Utara,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #AnakIndonesia,Positif,30,34,7,#AnakIndonesia,False,Micro (<1k)
TW-005609,2025-03-01,2025,3,March,Instagram,Bali,"Salut dengan program MBG, distribusi di desa kami sudah lancar #ProgramGizi",Positif,16,11,3,#ProgramGizi,False,Micro (<1k)
TW-005610,2024-11-01,2024,11,November,Twitter/X,Bali,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #GiziAnak #AntiStunting #MBG,Negatif,63,11,8,#GiziAnak #AntiStunting #MBG,False,Medium (10k-100k)
TW-005611,2024-06-01,2024,6,June,Twitter/X,DKI Jakarta,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #ProgramPemerintah #BalitaSehat #AntiStunting",Negatif,23,14,13,#ProgramPemerintah #BalitaSehat #AntiStunting,False,Medium (10k-100k)
TW-005612,2024-12-01,2024,12,December,Instagram,Jawa Barat,Program MBG sudah mulai di provinsi saya bulan ini #AnakIndonesia #MBG #GiziGratis,Netral,23,3,3,#AnakIndonesia #MBG #GiziGratis,False,Micro (<1k)
TW-005613,2025-06-01,2025,6,June,Twitter/X,Sulawesi Tengah,Terima kasih pemerintah atas program makan bergizi gratis #AnakIndonesia,Positif,41,1,2,#AnakIndonesia,False,Micro (<1k)
TW-005614,2025-03-01,2025,3,March,TikTok,DKI Jakarta,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #MBG #IndonesiaSehat",Positif,41,1,1,#MBG #IndonesiaSehat,False,Micro (<1k)
TW-005615,2025-03-01,2025,3,March,Twitter/X,Sumatera Utara,Anak stunting berkurang berkat program gizi gratis ini #ProgramGizi #GiziAnak,Positif,24,2,2,#ProgramGizi #GiziAnak,False,Micro (<1k)
TW-005616,2024-05-01,2024,5,May,Instagram,Kalimantan Timur,Kapan program MBG mulai menjangkau kabupaten kami? #BalitaSehat #MBG,Netral,83,13,0,#BalitaSehat #MBG,False,Small (1k-10k)
TW-005617,2024-02-01,2024,2,February,TikTok,Bali,Kapan program MBG mulai menjangkau kabupaten kami? #GiziGratis,Netral,65,37,3,#GiziGratis,False,Medium (10k-100k)
TW-005618,2024-03-01,2024,3,March,Instagram,Kalimantan Barat,Ada yang tahu syarat penerima manfaat MBG untuk balita? #GiziAnak #BalitaSehat #AntiStunting,Netral,49,4,4,#GiziAnak #BalitaSehat #AntiStunting,True,Micro (<1k)
TW-005619,2024-08-01,2024,8,August,Facebook,Sulawesi Tengah,Ada yang tahu syarat penerima manfaat MBG untuk balita? #AntiStunting #IndonesiaSehat,Netral,32,3,8,#AntiStunting #IndonesiaSehat,False,Micro (<1k)
TW-005620,2024-08-01,2024,8,August,Instagram,Kalimantan Timur,Anak stunting berkurang berkat program gizi gratis ini #MBG,Positif,47,18,14,#MBG,False,Micro (<1k)
TW-005621,2024-11-01,2024,11,November,Twitter/X,Sulawesi Tengah,Informasi jadwal distribusi MBG di kecamatan? #GiziAnak #AntiStunting,Netral,30,2,19,#GiziAnak #AntiStunting,False,Micro (<1k)
TW-005622,2025-04-01,2025,4,April,Twitter/X,Sulawesi Tengah,"Program MBG sangat inovatif, semoga terus berlanjut #BalitaSehat #GiziAnak #AntiStunting",Positif,40,2,0,#BalitaSehat #GiziAnak #AntiStunting,False,Small (1k-10k)
TW-005623,2024-01-01,2024,1,January,Facebook,Nusa Tenggara Timur,Update terbaru pelaksanaan program MBG di Jawa Barat #BalitaSehat #GiziAnak #AnakIndonesia,Netral,27,1,5,#BalitaSehat #GiziAnak #AnakIndonesia,False,Micro (<1k)
TW-005624,2025-02-01,2025,2,February,Facebook,Papua,Kapan program MBG mulai menjangkau kabupaten kami? #GiziAnak,Netral,74,6,6,#GiziAnak,False,Micro (<1k)
TW-005625,2024-12-01,2024,12,December,Twitter/X,Jawa Barat,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #ProgramPemerintah,Netral,27,27,9,#ProgramPemerintah,False,Micro (<1k)
TW-005626,2024-02-01,2024,2,February,Twitter/X,Nusa Tenggara Barat,Distribusi MBG di daerah kami sering terlambat dan tidak merata 😤 #ProgramGizi,Negatif,11,33,14,#ProgramGizi,False,Micro (<1k)
TW-005627,2025-06-01,2025,6,June,TikTok,Riau,Apa saja jenis makanan yang diberikan dalam program MBG? #ProgramPemerintah #GiziAnak,Netral,8,62,13,#ProgramPemerintah #GiziAnak,False,Micro (<1k)
TW-005628,2024-01-01,2024,1,January,Instagram,Kalimantan Barat,Program MBG sudah mulai di provinsi saya bulan ini #GiziGratis,Netral,98,1,11,#GiziGratis,False,Micro (<1k)
TW-005629,2025-04-01,2025,4,April,Instagram,Nusa Tenggara Barat,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #ProgramPemerintah #GiziAnak,Netral,20,8,27,#ProgramPemerintah #GiziAnak,False,Micro (<1k)
TW-005630,2024-05-01,2024,5,May,Twitter/X,Papua,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #ProgramPemerintah #IndonesiaSehat #ProgramGizi",Netral,46,47,9,#ProgramPemerintah #IndonesiaSehat #ProgramGizi,False,Small (1k-10k)
TW-005631,2025-06-01,2025,6,June,Twitter/X,Aceh,Informasi jadwal distribusi MBG di kecamatan? #AntiStunting #GiziAnak #MakanBergiziGratis,Netral,12,2,8,#AntiStunting #GiziAnak #MakanBergiziGratis,False,Micro (<1k)
TW-005632,2024-11-01,2024,11,November,Twitter/X,Sulawesi Selatan,Ada yang tahu syarat penerima manfaat MBG untuk balita? #MBG #IndonesiaSehat #GiziGratis,Netral,98,4,1,#MBG #IndonesiaSehat #GiziGratis,False,Small (1k-10k)
TW-005633,2024-10-01,2024,10,October,Twitter/X,Sumatera Utara,Kenapa program MBG belum sampai ke wilayah terpencil kami? #MakanBergiziGratis #AntiStunting #MBG,Negatif,46,4,24,#MakanBergiziGratis #AntiStunting #MBG,False,Medium (10k-100k)
TW-005634,2024-11-01,2024,11,November,Facebook,Jawa Tengah,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #ProgramPemerintah",Positif,2,7,20,#ProgramPemerintah,False,Small (1k-10k)
TW-005635,2025-05-01,2025,5,May,Instagram,Bali,Program MBG sudah mulai di provinsi saya bulan ini #AnakIndonesia #AntiStunting,Netral,42,6,7,#AnakIndonesia #AntiStunting,False,Micro (<1k)
TW-005636,2024-09-01,2024,9,September,TikTok,Bali,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #IndonesiaSehat #ProgramGizi #AnakIndonesia,Positif,56,7,1,#IndonesiaSehat #ProgramGizi #AnakIndonesia,False,Small (1k-10k)
TW-005637,2025-02-01,2025,2,February,Twitter/X,Kalimantan Timur,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #GiziAnak #BalitaSehat #AntiStunting",Positif,75,12,2,#GiziAnak #BalitaSehat #AntiStunting,False,Micro (<1k)
TW-005638,2024-02-01,2024,2,February,Twitter/X,Sumatera Utara,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #MBG #ProgramPemerintah,Positif,86,2,21,#MBG #ProgramPemerintah,False,Small (1k-10k)
TW-005639,2025-01-01,2025,1,January,Facebook,Sulawesi Selatan,Kapan program MBG mulai menjangkau kabupaten kami? #AntiStunting #BalitaSehat,Netral,106,15,2,#AntiStunting #BalitaSehat,False,Micro (<1k)
TW-005640,2024-05-01,2024,5,May,Twitter/X,Kalimantan Barat,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #IndonesiaSehat #AnakIndonesia,Positif,18,19,2,#IndonesiaSehat #AnakIndonesia,False,Small (1k-10k)
TW-005641,2024-11-01,2024,11,November,Twitter/X,Jawa Barat,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #AntiStunting #ProgramPemerintah",Positif,33,48,15,#AntiStunting #ProgramPemerintah,False,Micro (<1k)
TW-005642,2024-03-01,2024,3,March,TikTok,Jawa Timur,Proses verifikasi penerima MBG berapa lama? #ProgramGizi #GiziGratis,Netral,104,1,2,#ProgramGizi #GiziGratis,False,Micro (<1k)
TW-005643,2024-05-01,2024,5,May,Facebook,Nusa Tenggara Timur,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #MakanBergiziGratis #AntiStunting",Netral,80,5,4,#MakanBergiziGratis #AntiStunting,False,Micro (<1k)
TW-005644,2025-03-01,2025,3,March,Twitter/X,Jawa Barat,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #AnakIndonesia #ProgramPemerintah #GiziAnak,Positif,12,4,1,#AnakIndonesia #ProgramPemerintah #GiziAnak,True,Micro (<1k)
TW-005645,2024-01-01,2024,1,January,YouTube,Nusa Tenggara Barat,Update terbaru pelaksanaan program MBG di Jawa Barat #AntiStunting,Netral,101,18,4,#AntiStunting,False,Micro (<1k)
TW-005646,2024-12-01,2024,12,December,Facebook,Papua,Anggaran MBG 2025 berapa ya? Ada yang tahu? #BalitaSehat #MBG #AntiStunting,Netral,46,4,6,#BalitaSehat #MBG #AntiStunting,False,Small (1k-10k)
TW-005647,2024-10-01,2024,10,October,Instagram,Riau,"Jangan hanya proyek, harus ada dampak nyata pengurangan stunting #AnakIndonesia #MakanBergiziGratis #ProgramGizi",Negatif,57,8,4,#AnakIndonesia #MakanBergiziGratis #ProgramGizi,False,Micro (<1k)
TW-005648,2024-03-01,2024,3,March,Twitter/X,Bali,Distribusi MBG di daerah kami sering terlambat dan tidak merata 😤 #BalitaSehat,Negatif,38,9,1,#BalitaSehat,False,Micro (<1k)
TW-005649,2025-06-01,2025,6,June,Twitter/X,Sumatera Utara,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #IndonesiaSehat #BalitaSehat",Positif,4,7,8,#IndonesiaSehat #BalitaSehat,False,Small (1k-10k)
TW-005650,2024-05-01,2024,5,May,Facebook,Nusa Tenggara Barat,Anggaran MBG 2025 berapa ya? Ada yang tahu? #GiziGratis,Netral,32,52,5,#GiziGratis,False,Small (1k-10k)
TW-005651,2024-04-01,2024,4,April,Twitter/X,Sulawesi Tengah,Makanan MBG kadang tidak sesuai kebutuhan gizi lokal #MakanBergiziGratis #BalitaSehat,Negatif,3,22,0,#MakanBergiziGratis #BalitaSehat,False,Medium (10k-100k)
TW-005652,2024-04-01,2024,4,April,Facebook,Kalimantan Barat,Anak stunting berkurang berkat program gizi gratis ini #GiziAnak,Positif,5,18,6,#GiziAnak,False,Small (1k-10k)
TW-005653,2024-09-01,2024,9,September,Facebook,Sulawesi Selatan,"Program MBG sangat inovatif, semoga terus berlanjut #GiziAnak",Positif,33,25,15,#GiziAnak,False,Micro (<1k)
TW-005654,2024-04-01,2024,4,April,Twitter/X,Sumatera Utara,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #MBG,Positif,85,4,1,#MBG,False,Medium (10k-100k)
TW-005655,2024-05-01,2024,5,May,Facebook,Nusa Tenggara Barat,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #MakanBergiziGratis #IndonesiaSehat",Negatif,18,39,2,#MakanBergiziGratis #IndonesiaSehat,False,Micro (<1k)
TW-005656,2024-04-01,2024,4,April,Twitter/X,Papua,Program MBG sudah mulai di provinsi saya bulan ini #AnakIndonesia #ProgramGizi,Netral,71,32,0,#AnakIndonesia #ProgramGizi,False,Medium (10k-100k)
TW-005657,2025-01-01,2025,1,January,Twitter/X,Jawa Tengah,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #ProgramGizi",Positif,97,9,3,#ProgramGizi,False,Micro (<1k)
TW-005658,2024-11-01,2024,11,November,YouTube,Jawa Timur,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #BalitaSehat,Positif,15,25,2,#BalitaSehat,False,Small (1k-10k)
TW-005659,2025-03-01,2025,3,March,Instagram,Bali,Makanan MBG kadang tidak sesuai kebutuhan gizi lokal #ProgramGizi #GiziGratis,Negatif,58,26,34,#ProgramGizi #GiziGratis,False,Micro (<1k)
TW-005660,2025-05-01,2025,5,May,Instagram,Nusa Tenggara Barat,Anggaran MBG 2025 berapa ya? Ada yang tahu? #ProgramPemerintah #BalitaSehat #GiziGratis,Netral,18,98,1,#ProgramPemerintah #BalitaSehat #GiziGratis,False,Micro (<1k)
TW-005661,2025-06-01,2025,6,June,Twitter/X,Sulawesi Selatan,Informasi jadwal distribusi MBG di kecamatan? #MakanBergiziGratis #AntiStunting,Netral,43,9,3,#MakanBergiziGratis #AntiStunting,False,Small (1k-10k)
TW-005662,2025-01-01,2025,1,January,Twitter/X,Jawa Timur,Kapan program MBG mulai menjangkau kabupaten kami? #AnakIndonesia,Netral,0,27,1,#AnakIndonesia,False,Micro (<1k)
TW-005663,2024-03-01,2024,3,March,YouTube,Kalimantan Timur,Kenapa program MBG belum sampai ke wilayah terpencil kami? #IndonesiaSehat #ProgramPemerintah,Negatif,98,0,0,#IndonesiaSehat #ProgramPemerintah,False,Micro (<1k)
TW-005664,2024-01-01,2024,1,January,Twitter/X,Kalimantan Timur,Update terbaru pelaksanaan program MBG di Jawa Barat #IndonesiaSehat #MBG,Netral,9,5,0,#IndonesiaSehat #MBG,False,Micro (<1k)
TW-005665,2024-06-01,2024,6,June,Twitter/X,Lampung,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #AnakIndonesia",Positif,69,5,1,#AnakIndonesia,False,Small (1k-10k)
TW-005666,2024-02-01,2024,2,February,Instagram,Aceh,Update terbaru pelaksanaan program MBG di Jawa Barat #AntiStunting #GiziGratis,Netral,7,1,4,#AntiStunting #GiziGratis,False,Small (1k-10k)
TW-005667,2025-01-01,2025,1,January,Twitter/X,Riau,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #ProgramGizi",Netral,39,10,12,#ProgramGizi,False,Medium (10k-100k)
TW-005668,2024-05-01,2024,5,May,Twitter/X,Sumatera Utara,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #IndonesiaSehat",Positif,47,14,3,#IndonesiaSehat,False,Micro (<1k)
TW-005669,2024-06-01,2024,6,June,Twitter/X,Papua,Ada yang tahu syarat penerima manfaat MBG untuk balita? #GiziGratis #MakanBergiziGratis #ProgramGizi,Netral,75,5,3,#GiziGratis #MakanBergiziGratis #ProgramGizi,False,Micro (<1k)
TW-005670,2025-05-01,2025,5,May,Instagram,Nusa Tenggara Barat,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #GiziAnak #MBG",Netral,143,10,3,#GiziAnak #MBG,False,Micro (<1k)
TW-005671,2024-08-01,2024,8,August,YouTube,Jawa Tengah,"Program MBG sangat inovatif, semoga terus berlanjut #ProgramPemerintah",Positif,67,15,0,#ProgramPemerintah,False,Micro (<1k)
TW-005672,2024-09-01,2024,9,September,Facebook,Sulawesi Tengah,Makanan MBG kadang tidak sesuai kebutuhan gizi lokal #BalitaSehat #ProgramPemerintah,Negatif,49,9,11,#BalitaSehat #ProgramPemerintah,False,Small (1k-10k)
TW-005673,2024-08-01,2024,8,August,Twitter/X,Kalimantan Barat,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #AntiStunting #GiziGratis",Netral,213,24,4,#AntiStunting #GiziGratis,False,Medium (10k-100k)
TW-005674,2024-09-01,2024,9,September,Facebook,Jawa Timur,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #GiziAnak #MakanBergiziGratis",Positif,12,0,4,#GiziAnak #MakanBergiziGratis,False,Medium (10k-100k)
TW-005675,2024-07-01,2024,7,July,Facebook,Jawa Timur,Program MBG sudah mulai di provinsi saya bulan ini #IndonesiaSehat #AntiStunting #ProgramPemerintah,Netral,144,14,20,#IndonesiaSehat #AntiStunting #ProgramPemerintah,False,Micro (<1k)
TW-005676,2024-04-01,2024,4,April,Twitter/X,Bali,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #BalitaSehat #AnakIndonesia #IndonesiaSehat",Positif,64,6,17,#BalitaSehat #AnakIndonesia #IndonesiaSehat,False,Medium (10k-100k)
TW-005677,2024-05-01,2024,5,May,Instagram,Jawa Barat,Kapan program MBG mulai menjangkau kabupaten kami? #AntiStunting #MBG,Netral,9,0,1,#AntiStunting #MBG,False,Small (1k-10k)
TW-005678,2025-02-01,2025,2,February,TikTok,Sulawesi Selatan,Makanan MBG kadang tidak sesuai kebutuhan gizi lokal #GiziAnak #MBG,Negatif,14,30,2,#GiziAnak #MBG,False,Micro (<1k)
